hhid,sex,kq2_b,kq2_c,kq2_d,kq2_e,kq2_f,kq2_g,kq7,kq33_a,kq33_b,kq34,kq37,kq38,kq39,kq40,kq41,kq42
19229,2,4,1,2,1,4,2,3,1,1,5,1,1,1,1,2,1
11029,2,2,1,1,1,4,1,1,2,4,2,1,1,2,2,2,1
10537,2,3,4,3,4,1,2,1,2,1,3,2,1,1,2,2,1
13104,2,2,1,3,4,3,2,2,2,1,2,3,1,2,3,1,1
20607,2,2,2,2,4,4,1,1,3,3,3,3,1,3,4,1,1
19631,2,3,2,2,3,4,4,3,2,1,1,2,1,2,2,2,1
25222,2,2,2,3,3,3,1,1,3,1,2,4,2,4,2,2,1
42615,2,3,4,3,4,2,4,3,3,2,3,4,8,2,2,1,2
25714,2,4,2,3,4,4,4,3,1,1,2,3,1,4,2,2,1
15621,2,2,4,3,4,2,1,3,2,2,3,1,1,1,2,2,1
26627,2,3,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1
30702,2,4,1,1,1,2,2,1,1,1,2,3,3,1,1,2,1
52607,2,4,1,1,4,4,4,2,1,1,3,2,1,2,3,2,1
35138,2,2,1,1,4,4,2,1,1,1,4,3,1,1,2,1,1
12103,2,3,1,1,4,4,1,2,1,1,5,2,1,1,2,1,1
10603,2,3,4,1,2,4,2,1,2,2,2,1,1,1,2,2,1
42110,2,2,2,4,3,4,2,3,2,3,2,2,1,1,1,1,1
14030,2,3,2,1,3,4,4,3,1,1,4,1,1,3,2,2,1
11737,2,4,2,3,4,4,4,3,1,1,2,2,1,2,2,1,1
47704,2,3,2,1,4,4,2,1,2,1,3,1,2,1,3,1,1
10736,2,3,2,2,3,2,3,3,3,1,4,2,3,1,2,1,1
26704,2,2,3,2,4,4,3,1,1,3,4,2,1,1,2,2,1
10103,2,2,1,1,4,4,3,3,3,2,2,2,1,1,1,1,1
31217,2,3,3,4,4,4,3,1,2,2,5,2,1,2,2,1,1
51517,2,3,3,3,3,3,3,3,3,9,2,1,1,1,1,2,1
52122,2,2,3,1,4,4,3,3,3,1,2,2,1,1,4,2,1
30114,2,4,3,3,4,4,2,1,1,1,1,3,1,2,2,2,1
25736,2,2,2,8,3,4,4,1,3,1,3,1,1,4,3,2,1
15510,2,2,1,1,3,1,3,3,3,9,4,4,1,2,2,2,1
51105,2,3,2,1,3,4,3,1,1,2,5,2,1,1,2,1,1
10202,2,3,1,1,4,4,3,1,1,1,5,1,1,1,2,1,1
23029,2,4,3,2,4,3,4,3,3,1,2,1,2,4,4,2,1
13710,2,4,1,1,4,4,4,1,3,1,1,1,2,1,1,2,1
52604,2,3,3,2,3,4,3,3,2,1,2,2,1,2,4,2,1
33214,2,3,2,1,3,2,3,3,2,2,3,2,1,2,2,1,1
24217,2,2,3,1,4,3,2,1,4,2,1,2,1,1,3,2,1
31020,2,4,2,2,2,3,2,1,2,1,1,3,1,4,3,1,1
39007,2,2,3,1,4,3,3,1,1,1,2,1,1,4,4,2,1
23521,2,4,2,1,4,4,3,1,2,1,2,1,1,1,1,1,1
19529,2,2,1,1,2,4,3,1,4,4,5,1,1,1,1,1,1
25726,2,2,2,4,3,4,4,3,1,1,2,1,1,1,1,2,1
22761,2,2,1,1,4,2,3,3,2,2,2,1,1,1,1,1,1
14036,2,4,4,1,4,2,2,1,1,1,2,3,1,1,3,2,1
11013,2,3,3,4,1,4,3,1,3,2,2,2,1,3,3,2,1
26205,2,3,4,4,4,4,4,3,2,1,1,1,1,4,4,2,1
32013,2,3,2,2,4,2,2,1,3,4,3,3,1,1,1,1,2
12121,2,2,2,1,3,2,1,3,3,4,3,3,1,2,1,2,1
31612,2,4,3,2,3,4,4,1,1,2,1,1,1,1,2,1,1
26721,2,4,3,2,4,4,4,9,1,3,1,1,1,2,2,1,1
28557,2,3,3,1,1,3,2,3,2,2,2,2,3,1,2,1,2
22113,2,2,3,2,3,4,3,1,1,1,2,3,2,2,2,2,2
23005,2,3,1,1,4,2,4,3,1,1,5,1,1,1,1,2,2
21711,2,2,1,1,3,2,3,1,1,1,1,1,1,2,2,2,1
43007,2,4,3,2,3,4,3,1,2,2,2,2,1,2,2,2,1
28146,2,2,1,1,3,4,3,1,2,2,2,4,1,1,2,1,1
37203,2,4,4,2,4,3,4,1,1,1,2,3,1,2,3,2,1
27232,2,2,1,3,2,4,2,1,2,3,4,3,2,2,4,2,1
18201,2,2,1,3,4,4,2,1,1,2,1,1,1,1,2,1,1
27652,2,4,1,2,4,4,2,1,2,1,4,3,1,1,1,1,1
15628,2,3,3,1,4,4,1,1,4,2,3,1,1,1,1,2,1
23147,2,4,2,2,4,4,2,3,1,1,3,2,1,1,3,1,1
27549,2,2,4,4,4,4,4,1,1,1,4,3,1,4,4,2,1
23501,2,4,4,4,3,3,3,3,4,4,3,1,1,1,4,1,1
52031,2,3,1,4,4,4,3,1,1,1,3,3,1,4,4,1,1
29215,2,3,2,2,2,4,2,1,3,1,1,4,1,1,2,1,1
37509,2,4,2,1,2,4,3,3,1,1,1,1,1,1,1,1,1
21535,2,2,4,4,4,4,2,3,4,1,2,1,1,4,4,2,1
33504,2,1,3,2,1,3,1,2,4,2,2,2,1,4,4,1,1
16102,2,3,3,1,1,1,2,1,2,1,3,1,1,2,2,2,1
35529,2,2,1,1,4,1,4,2,2,2,4,3,1,1,1,1,1
42016,2,4,4,9,4,1,4,3,1,1,3,2,1,4,1,2,2
20608,2,2,1,2,4,4,1,1,2,2,3,3,1,3,3,2,1
22243,2,3,2,1,4,4,1,1,2,2,2,2,1,1,2,1,1
27542,2,3,4,2,3,4,4,1,1,1,2,1,1,1,1,1,1
28119,2,3,3,2,3,4,3,3,3,2,4,1,1,2,2,2,1
45503,2,3,4,4,3,3,3,1,2,1,5,2,1,1,1,1,9
27133,2,2,2,2,2,3,2,1,2,2,4,2,1,1,2,2,1
41013,2,3,4,2,3,4,2,1,1,1,2,3,2,1,1,2,1
31608,2,4,2,2,4,1,4,3,4,2,3,4,1,1,2,1,1
28021,2,2,1,2,3,4,3,3,1,1,3,2,1,1,2,1,1
12223,2,2,2,1,4,4,3,1,2,1,2,1,1,1,1,2,1
13629,2,3,3,1,4,4,3,1,1,2,3,1,1,1,2,1,1
13219,2,3,3,1,4,2,3,1,2,2,2,1,1,1,2,2,1
33103,2,4,2,4,3,4,4,3,2,1,1,2,1,2,2,2,2
17225,2,3,2,2,3,4,3,1,2,1,1,3,2,1,1,1,1
42721,2,2,3,3,4,2,3,1,2,2,4,3,1,2,4,1,1
18156,2,4,2,1,3,3,3,1,1,1,3,1,1,2,2,2,1
13560,2,2,3,1,2,2,2,1,4,4,3,1,1,4,4,1,1
28019,2,3,3,1,3,4,3,1,2,1,1,1,1,3,2,2,1
27117,2,3,2,3,4,3,2,1,2,1,3,1,1,3,4,1,1
13721,2,4,2,1,4,4,3,1,1,2,2,1,1,2,2,2,1
18769,2,4,3,3,3,3,2,1,2,2,3,2,1,2,3,2,1
18546,2,3,4,4,4,2,2,3,1,2,2,2,1,2,2,1,1
17502,2,3,2,1,4,3,3,1,2,2,2,3,1,1,1,1,1
31107,2,4,1,2,3,4,4,3,1,1,2,1,1,2,2,1,1
29106,2,3,1,2,3,3,3,1,2,2,3,2,1,2,2,1,1
27665,2,3,2,2,3,4,3,3,2,2,1,3,1,2,4,2,1
19545,2,4,2,1,3,4,3,3,1,1,5,2,1,2,2,1,1
12506,2,4,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1
11601,2,4,2,1,2,4,3,3,2,1,2,2,1,1,2,1,1
20630,2,2,2,2,2,4,1,3,4,4,3,4,5,,,,2
31704,2,4,2,2,4,4,1,1,2,1,3,2,1,1,2,1,1
10108,2,3,2,3,2,3,3,3,1,2,1,1,1,4,3,1,1
14222,2,3,2,2,3,4,3,1,1,1,1,2,1,4,2,1,1
52615,2,1,3,4,2,2,4,3,2,1,1,3,1,3,4,2,2
28519,2,4,3,2,2,4,4,3,2,1,2,2,1,2,4,1,1
35014,2,4,1,2,1,3,1,1,3,3,4,2,1,2,4,2,2
50111,2,4,1,1,3,4,4,1,3,3,5,1,1,1,1,2,2
18206,2,3,3,2,3,2,3,1,1,1,4,1,1,1,1,2,1
51008,2,3,4,3,2,4,3,1,1,2,5,3,1,1,4,1,1
24221,2,4,3,2,3,4,3,1,3,3,3,2,1,1,1,2,1
49705,2,4,1,1,4,4,4,3,2,1,1,1,1,1,1,2,1
19027,2,3,2,2,2,4,3,3,1,1,1,1,1,2,2,1,1
48707,2,3,2,4,2,4,2,1,1,2,4,1,1,2,2,2,1
25521,2,3,2,1,4,2,2,1,1,1,3,1,2,2,2,2,2
43602,2,1,3,1,4,4,4,1,4,1,5,1,1,2,2,1,1
16558,2,4,2,2,4,4,2,3,1,2,1,2,1,2,2,2,1
16014,2,2,1,2,3,4,2,1,2,2,3,2,2,1,2,1,1
49501,2,4,1,1,3,4,2,3,2,1,2,3,1,4,2,2,1
26543,2,4,2,2,2,3,4,1,4,1,2,2,1,2,4,1,1
26523,2,3,3,2,3,4,4,1,3,2,1,1,1,4,2,2,1
33208,2,4,3,1,1,4,4,3,1,1,1,2,1,2,2,1,1
28762,2,4,1,4,1,4,1,1,2,4,2,1,1,2,1,1,1
10533,2,3,3,3,3,3,4,3,3,1,2,1,1,1,1,2,1
15720,2,3,1,2,2,4,3,1,4,2,2,2,1,1,2,2,1
16636,2,4,2,1,3,4,3,3,1,1,1,2,1,1,1,1,1
12230,2,3,1,1,4,4,2,2,1,1,2,1,1,1,1,2,1
25550,2,3,1,4,4,1,2,1,1,2,2,1,1,1,1,2,1
27020,2,3,1,2,2,4,1,3,2,2,4,3,1,2,2,2,1
25547,2,4,3,1,4,4,2,3,3,1,2,1,1,2,2,2,1
51516,2,3,1,2,2,1,3,1,2,1,2,2,2,2,2,2,1
13018,2,4,4,1,4,1,3,3,4,4,2,1,2,4,4,1,2
17042,2,4,1,1,4,4,4,1,1,1,2,1,1,2,4,1,2
36512,2,4,3,2,2,4,2,1,2,2,3,2,1,2,2,1,1
16559,2,2,2,3,1,1,1,3,1,3,2,1,1,1,1,1,1
16710,2,3,2,3,4,4,2,3,2,2,3,2,1,2,2,1,1
35012,2,2,1,1,2,4,1,3,1,1,1,1,1,1,2,1,1
14719,2,3,2,2,3,3,1,3,4,1,1,1,1,2,2,2,2
11111,2,4,1,1,1,4,3,3,2,1,2,2,1,1,2,1,1
19223,2,4,2,4,3,4,3,1,1,1,2,2,1,3,2,1,1
12136,2,4,2,1,4,4,3,1,1,1,2,2,1,1,1,1,1
46203,2,3,2,2,4,4,3,1,2,2,2,1,1,1,2,2,2
25009,2,3,3,3,2,1,3,1,2,1,3,2,1,4,1,1,1
21031,2,3,1,1,1,4,4,3,2,1,2,1,1,4,4,2,1
26706,2,4,1,1,4,4,2,1,2,3,3,1,1,1,2,1,1
15042,2,4,4,4,4,4,2,3,1,1,3,1,1,1,3,1,1
28755,2,2,3,1,2,4,2,1,4,2,2,3,1,1,1,2,1
19535,2,3,1,1,1,4,1,3,1,2,1,1,1,4,4,1,1
44614,2,4,9,4,3,4,2,1,2,2,2,1,1,1,1,2,1
16634,2,3,1,2,2,4,2,1,2,1,3,2,1,1,1,2,1
45619,2,3,2,2,4,4,2,1,2,1,2,2,1,2,2,1,1
18046,2,4,4,4,4,4,3,3,2,2,4,4,1,1,1,1,9
29222,2,4,3,1,3,3,2,3,2,1,3,1,1,1,1,2,1
35521,2,4,1,1,3,4,3,3,3,1,3,2,1,3,3,1,1
25151,2,2,3,1,4,4,2,3,2,2,3,2,1,1,2,2,1
46708,2,3,2,3,3,3,2,3,1,1,2,2,1,4,2,1,1
25544,2,3,1,2,4,4,2,1,2,2,2,1,1,2,3,2,1
45719,2,3,3,2,2,4,3,1,2,1,1,2,1,2,2,1,1
14534,2,3,3,2,3,3,2,1,1,2,3,3,2,2,2,1,1
50105,2,3,2,1,3,4,3,1,3,3,3,1,1,2,3,1,1
26527,2,3,1,2,4,3,4,2,1,1,2,2,1,4,2,1,2
14544,2,3,3,4,4,3,2,1,2,2,3,1,2,1,1,2,1
24515,2,1,1,2,4,4,1,1,1,1,3,1,1,1,1,2,1
22140,2,1,3,1,3,4,2,1,1,1,5,1,1,1,3,2,1
23020,2,1,4,2,3,3,2,1,3,1,1,1,1,2,3,2,2
25546,2,3,4,2,3,2,1,1,2,1,1,2,1,4,1,2,1
48206,2,3,3,3,4,4,2,3,1,2,1,1,1,4,3,2,1
21532,2,4,4,3,4,4,3,1,2,1,2,2,1,1,2,1,1
27716,2,4,2,1,4,4,1,2,1,2,1,3,1,1,1,2,1
13032,2,3,3,2,9,3,2,1,2,2,2,3,1,2,3,2,1
13540,2,3,1,1,1,4,3,3,1,1,1,1,1,2,2,2,1
22009,2,3,1,1,1,4,2,3,1,1,1,1,1,1,1,2,1
13130,2,3,1,2,2,3,1,1,3,1,3,1,1,4,2,2,1
23613,2,3,3,2,3,2,2,1,4,2,4,1,2,3,4,2,1
28102,2,4,1,1,4,2,4,3,2,1,3,1,1,1,3,1,2
14011,2,3,2,1,3,2,3,1,3,1,3,2,1,1,2,2,9
20134,2,3,2,4,2,2,3,3,4,2,2,3,1,4,2,2,1
11625,2,4,2,2,4,4,3,1,3,1,2,4,1,2,2,1,1
24149,2,3,2,2,2,3,3,3,4,2,3,1,1,1,1,2,1
22106,2,3,2,1,2,4,2,1,2,2,3,2,1,1,2,2,1
19230,2,3,2,2,3,4,3,2,2,2,1,1,1,2,2,1,1
25614,2,4,3,4,3,3,3,3,1,1,1,1,1,2,2,1,1
23014,2,4,3,2,3,4,3,1,2,1,2,2,2,2,2,2,1
24611,2,2,1,1,3,3,2,3,2,1,4,2,1,1,1,2,1
47702,2,2,2,1,2,4,1,1,3,1,2,2,1,1,1,2,1
19135,2,3,1,2,4,4,2,1,1,2,2,2,1,1,1,2,1
27229,2,4,3,2,4,4,3,1,2,2,3,2,1,3,2,2,1
23552,2,2,4,2,3,4,2,1,3,2,4,2,1,2,2,1,2
29109,2,3,2,1,4,4,1,1,1,1,4,2,1,1,1,2,1
13216,2,4,4,2,4,4,3,1,2,1,2,4,1,3,3,2,1
49202,2,3,1,2,4,4,2,1,1,1,3,1,1,2,1,1,1
11721,2,4,1,3,3,4,3,2,2,2,3,2,1,1,2,1,1
32704,2,3,2,1,2,3,2,3,1,2,3,2,1,1,1,1,1
23634,2,3,3,2,4,3,2,3,2,2,3,1,1,2,1,1,1
30512,2,4,4,2,3,3,3,1,2,2,2,3,2,1,1,2,1
13003,2,4,2,1,3,4,3,1,2,1,3,1,1,2,4,1,1
17643,2,3,1,4,4,4,2,3,4,1,2,2,1,2,2,1,1
10013,2,2,1,2,3,4,2,3,2,1,3,1,1,1,2,1,1
15746,2,1,1,1,3,3,2,3,2,2,3,2,1,1,2,1,1
13039,2,3,1,1,1,4,3,3,3,3,2,1,1,1,2,2,1
16019,2,4,2,2,4,3,3,1,3,3,3,4,2,1,1,1,1
28262,2,1,2,1,2,4,4,1,2,1,1,1,1,2,1,1,1
38705,2,4,4,1,4,3,1,3,3,3,3,2,1,1,3,1,1
24705,2,3,2,2,3,4,2,1,2,2,1,1,1,1,2,2,1
26135,2,4,4,4,2,2,4,3,2,1,3,3,1,4,4,1,1
46610,2,2,2,2,4,3,2,2,1,2,1,2,1,1,2,2,1
25720,2,3,3,2,3,2,3,3,3,1,4,1,4,4,4,5,1
20169,2,3,3,3,3,3,3,3,1,1,2,2,1,4,4,1,1
18761,2,4,1,3,4,4,4,1,1,1,5,4,1,4,4,2,1
42012,2,4,3,4,3,4,4,1,1,1,1,3,1,4,3,1,1
12233,2,3,2,3,3,3,2,2,2,1,5,2,1,4,4,2,1
13240,2,4,2,3,3,4,3,1,2,2,3,2,1,1,1,1,1
26621,2,3,1,2,4,4,2,3,2,2,2,1,1,2,2,1,1
20529,2,4,2,3,3,3,2,3,1,1,2,2,1,4,3,2,1
42101,2,4,4,1,4,3,3,1,4,1,4,4,1,4,4,1,1
13635,2,2,1,1,4,3,3,1,2,3,2,1,1,2,2,1,1
44703,2,2,2,2,2,2,4,2,3,1,3,4,1,4,4,2,1
52605,2,1,1,1,3,3,2,3,4,2,2,3,1,1,2,1,1
27606,2,3,3,2,4,4,1,1,4,1,3,2,1,2,2,1,1
29606,2,2,1,1,3,4,2,1,2,1,3,1,1,2,3,2,2
27041,2,3,2,3,4,3,3,3,3,3,4,3,1,2,2,2,1
11603,2,2,3,2,2,2,2,3,1,3,3,1,1,4,2,2,1
16232,2,3,3,1,4,3,1,1,1,1,5,1,1,1,1,1,1
11723,2,4,1,1,4,4,3,1,2,1,1,2,1,2,2,1,1
34509,2,3,4,4,3,3,4,3,3,3,4,2,1,2,2,1,2
27719,2,2,2,2,4,4,2,1,1,1,2,3,1,3,3,2,1
37013,2,1,4,2,2,4,4,3,1,1,8,3,1,4,4,2,9
20517,2,4,4,4,4,3,3,1,2,2,2,3,1,1,1,1,1
18205,2,4,2,1,1,4,1,1,1,1,3,1,1,1,1,2,1
20226,2,1,1,2,3,4,1,1,2,2,3,3,1,2,2,2,1
28619,2,4,1,1,3,4,2,3,1,1,1,1,1,1,2,1,1
32110,2,2,9,2,3,4,3,3,2,1,2,3,1,1,4,9,2
26008,2,4,3,2,4,2,4,1,1,1,2,2,1,1,1,2,2
24203,2,3,2,3,3,4,1,1,1,1,3,2,1,1,2,1,1
13017,2,3,2,3,4,4,3,1,2,2,2,1,1,2,4,2,1
28004,2,3,3,4,3,3,3,3,2,2,4,4,1,4,4,2,1
25741,2,2,2,1,4,1,2,2,2,1,2,2,1,2,2,2,1
25037,2,2,2,2,4,2,2,3,1,1,2,1,1,3,2,2,1
26516,2,4,4,1,8,8,4,3,1,2,3,1,1,4,4,1,2
20156,2,4,2,4,3,2,4,3,4,4,2,2,1,2,2,2,1
13023,2,4,4,3,3,1,3,2,2,1,4,2,1,3,3,1,1
51512,2,8,4,1,8,3,2,3,2,2,3,3,1,2,2,2,1
23006,2,4,3,2,4,4,3,1,2,2,2,1,2,1,1,2,1
24541,2,4,1,1,3,2,2,2,1,1,4,1,1,1,1,2,1
13123,2,3,2,3,3,2,3,3,1,1,2,2,1,4,4,1,1
18211,2,3,2,3,3,3,3,3,2,1,4,4,1,2,2,2,1
43012,2,3,1,4,4,4,2,1,2,2,3,2,1,2,2,1,1
32212,2,3,1,4,2,4,4,1,1,2,3,3,1,1,1,2,1
42123,2,4,1,1,4,4,3,1,1,1,3,2,2,2,2,2,1
34501,2,4,3,3,4,3,3,3,2,1,2,2,1,3,3,1,1
10227,2,3,2,1,4,4,3,1,2,2,2,2,1,1,1,1,1
12705,2,4,1,1,4,4,2,1,1,1,1,2,1,1,2,1,1
11205,2,4,1,1,3,4,2,1,3,2,3,1,1,3,1,2,1
19522,2,2,4,1,1,4,4,3,2,2,3,3,1,1,1,1,2
18719,2,3,2,2,3,2,2,3,1,2,3,1,1,1,1,2,1
52029,2,4,4,3,4,2,3,1,1,1,2,1,1,1,1,2,1
11136,2,4,2,1,4,4,2,1,2,1,2,1,1,4,4,2,1
27150,2,2,4,4,4,3,3,1,2,1,2,1,1,2,2,1,1
27733,2,1,1,2,4,4,2,2,3,2,3,3,2,1,2,2,1
25746,2,2,1,3,4,2,1,1,1,1,3,4,1,1,2,2,1
10717,2,4,3,4,3,4,3,1,1,1,3,3,1,3,2,1,1
19132,2,4,2,2,3,3,3,1,1,1,2,2,1,1,2,2,1
16201,2,3,3,2,3,4,3,1,1,1,3,1,1,4,2,2,1
26151,2,3,1,4,3,3,4,1,2,1,2,2,1,1,4,1,1
14532,2,4,1,1,3,3,2,1,2,2,3,1,1,1,2,2,1
26162,2,4,4,2,4,3,4,1,2,2,4,3,1,4,2,1,1
28026,2,3,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1
22519,2,4,2,1,1,3,2,1,2,1,1,1,1,1,1,1,1
18238,2,4,3,4,4,4,4,3,1,1,2,1,1,3,3,1,1
44207,2,3,3,3,3,4,3,3,1,1,5,1,1,4,2,1,1
14618,2,4,3,2,1,4,3,3,2,1,2,1,1,1,2,1,1
11220,2,4,2,1,4,3,2,1,1,1,2,1,1,1,2,1,1
27521,2,3,1,2,4,4,3,1,2,2,4,1,1,3,2,2,1
40206,2,3,1,1,3,4,4,3,2,2,2,3,1,2,3,1,1
20655,2,4,2,3,3,4,4,1,1,1,1,1,1,4,4,1,1
23207,2,3,2,2,4,4,3,3,2,2,2,1,1,2,2,2,2
12602,2,3,2,2,4,1,3,1,2,1,1,1,1,2,4,1,1
10712,2,3,2,3,4,3,2,1,2,2,1,3,1,2,2,2,1
52527,2,4,1,2,2,4,1,3,2,2,2,2,1,2,2,1,1
23138,2,3,4,2,4,3,3,1,1,2,2,2,1,2,2,2,1
12130,2,3,3,2,3,3,3,3,2,1,2,2,1,4,4,1,1
14133,2,3,2,3,4,3,2,1,2,2,4,1,2,1,2,2,1
40210,2,3,4,4,4,4,3,1,2,1,4,1,1,4,1,2,1
43510,2,3,2,2,4,3,1,1,2,2,1,3,1,2,2,1,1
27031,2,2,4,2,4,2,4,3,4,2,3,2,1,4,4,2,2
16711,2,4,1,3,4,3,1,1,2,2,1,2,1,2,1,1,9
48614,2,3,2,1,2,4,4,3,1,1,5,1,1,1,1,1,1
13517,2,2,3,3,4,2,2,3,4,2,4,2,1,1,3,2,1
11528,2,4,2,1,3,3,2,3,2,2,2,3,1,1,3,2,1
35004,2,3,3,2,3,3,2,3,3,2,2,1,1,1,1,1,1
12015,2,4,1,2,3,4,2,1,2,1,2,3,1,2,2,1,1
28130,2,3,1,1,2,4,3,1,1,1,2,2,1,1,2,1,1
20663,2,3,3,3,3,3,3,3,1,1,2,2,1,2,2,2,1
34601,2,3,1,1,2,4,2,3,2,1,1,1,1,2,2,1,1
26018,2,4,4,4,3,8,4,1,1,1,2,2,1,1,2,1,1
11042,2,4,4,1,4,3,4,3,3,1,2,2,2,2,2,1,1
18655,2,2,3,2,4,3,3,1,2,2,3,1,1,2,2,1,1
18733,2,3,1,1,1,4,3,1,3,2,2,1,1,1,1,2,1
17731,2,4,2,4,2,4,4,1,2,2,2,2,1,1,2,1,1
10607,2,4,1,1,4,4,1,3,2,4,1,1,1,1,2,1,1
19651,2,3,4,3,4,4,2,1,2,1,3,1,1,4,4,2,1
19628,2,3,2,2,4,1,1,1,1,1,4,2,1,1,1,2,1
48109,2,3,3,2,3,4,2,3,4,2,2,1,1,1,1,2,1
45207,2,3,1,3,1,4,2,1,2,1,2,1,1,2,2,2,1
24617,2,3,1,3,3,2,4,1,2,1,2,3,1,3,4,1,1
23055,2,3,2,2,3,4,3,2,2,2,2,2,1,2,2,1,1
47105,2,3,1,2,4,1,2,3,2,4,4,3,1,4,4,8,1
11032,2,4,3,2,3,4,2,3,1,2,3,1,1,1,2,2,1
22108,2,4,4,4,4,4,4,1,1,1,1,3,2,2,2,2,1
36110,2,3,3,2,3,3,2,1,1,1,3,1,1,2,2,2,1
10107,2,4,3,2,3,4,3,3,1,1,2,2,1,1,1,1,1
29217,2,3,4,3,1,4,2,1,2,4,1,2,2,4,4,1,2
11638,2,4,3,3,2,4,3,3,3,1,1,1,1,3,2,2,1
47207,2,2,1,4,4,4,2,1,2,9,2,1,1,1,2,1,1
34006,2,3,4,2,2,4,4,3,1,2,2,2,1,4,4,1,1
23240,2,4,3,2,3,4,3,3,4,2,3,1,1,4,2,1,1
28740,2,4,4,4,1,4,4,3,1,1,1,3,1,4,4,2,1
16224,2,4,2,1,3,4,4,3,2,2,3,2,1,2,2,1,1
37506,2,1,2,1,3,4,2,3,2,2,2,2,1,1,1,2,1
10741,2,3,2,1,4,3,4,3,1,1,3,1,1,1,2,2,1
31213,2,2,2,2,4,4,3,1,1,1,1,1,1,2,2,2,1
22630,2,3,3,1,3,4,3,1,1,3,1,3,1,3,3,2,1
25127,2,1,1,2,4,4,1,1,1,1,2,3,1,2,2,1,1
27248,2,4,3,2,4,1,2,3,2,2,3,4,2,1,1,1,1
14029,2,4,4,2,4,1,3,1,2,1,3,1,1,1,2,1,1
38615,2,2,1,4,4,4,1,1,1,1,2,2,1,4,4,1,1
23026,2,3,1,2,1,4,4,3,2,1,4,2,1,2,2,2,2
20050,2,3,3,2,3,4,4,3,1,1,1,1,1,1,1,1,1
28031,2,4,2,1,4,4,1,1,2,1,3,3,1,2,4,1,1
40515,2,3,2,2,4,4,4,3,1,1,1,1,1,1,1,1,1
23131,2,4,1,1,3,4,3,1,1,1,4,3,1,1,1,2,1
23601,2,3,3,4,4,4,4,3,1,1,4,4,1,4,1,2,1
16518,2,4,3,3,4,2,2,1,1,4,3,2,1,2,1,2,1
20601,2,4,2,3,2,4,3,3,2,2,2,3,1,2,3,1,1
52507,2,4,1,1,2,4,2,3,2,3,1,2,1,1,1,1,1
30510,2,4,2,3,4,4,3,3,2,3,5,1,1,3,4,1,1
52525,2,2,3,2,3,4,1,3,2,1,3,2,1,2,2,2,1
43204,2,4,2,1,2,4,2,1,2,1,1,3,1,2,2,2,1
14712,2,4,3,1,4,4,2,1,2,1,3,2,1,1,2,2,1
44609,2,4,2,3,3,3,3,3,1,1,3,2,2,2,2,1,1
19216,2,3,3,2,4,4,3,1,2,3,3,2,1,3,3,1,1
25655,2,4,3,3,4,4,4,1,3,1,3,3,1,2,4,1,1
19107,2,3,2,3,3,2,3,1,4,2,3,2,1,2,4,1,1
52023,2,2,4,3,3,1,2,1,1,1,1,2,1,1,1,1,1
10003,2,3,2,3,3,3,2,3,1,1,5,1,1,1,2,1,2
13043,2,3,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1
16701,2,3,2,1,4,4,3,1,2,3,2,1,1,2,2,2,1
42604,2,2,2,1,4,4,3,1,1,1,2,2,1,2,2,2,1
25549,2,3,1,2,3,3,2,1,2,2,2,1,1,4,3,1,1
26121,2,2,4,2,2,4,4,2,1,1,1,2,1,4,4,2,1
18615,2,3,3,3,3,3,3,1,1,1,1,1,1,4,2,2,1
26117,2,2,3,3,4,4,2,1,2,2,2,3,1,2,4,1,2
13212,2,2,1,2,3,4,2,3,1,1,2,1,1,2,2,2,1
26038,2,2,2,2,4,3,1,1,1,1,2,1,1,4,2,1,1
14203,2,4,1,2,3,4,1,3,4,1,3,3,3,2,2,1,1
42002,2,2,3,2,3,4,1,1,1,2,2,1,1,1,2,1,1
50119,2,4,3,1,4,4,4,1,2,1,2,1,1,1,1,2,1
25707,2,4,4,3,4,4,4,1,1,2,1,2,1,4,4,2,1
13755,2,4,1,1,4,3,3,1,2,2,3,2,1,4,4,1,1
14609,2,4,2,1,1,4,3,1,2,2,3,1,1,1,2,1,1
52118,2,3,2,2,3,3,2,3,2,2,2,3,1,2,2,2,2
20011,2,4,4,3,4,3,3,1,2,2,3,1,3,3,3,2,1
20741,2,2,2,8,2,8,3,3,1,1,2,2,1,4,4,2,2
50602,2,3,3,1,3,4,2,3,3,1,2,2,1,3,2,1,1
26257,2,3,3,2,4,1,2,1,1,2,4,1,5,,,,1
16005,2,3,3,3,3,4,4,1,2,1,3,3,1,2,2,1,1
23214,2,3,1,1,3,4,2,3,1,1,2,1,2,1,2,1,1
11609,2,2,2,2,4,2,2,1,1,1,2,1,1,3,4,2,1
23116,2,4,2,2,3,4,2,1,4,1,3,1,2,2,2,2,1
25052,2,4,1,1,3,4,2,1,1,1,4,1,1,1,2,2,1
22228,2,3,1,3,3,3,1,1,2,2,2,3,1,2,2,1,1
21218,2,4,1,3,3,4,2,1,1,1,1,1,1,1,1,2,1
18654,2,2,2,3,3,4,4,1,2,1,2,2,1,1,2,1,1
49711,2,3,4,3,3,4,3,1,1,1,2,1,1,1,1,2,1
11738,2,4,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1
26501,2,1,3,1,4,4,4,3,1,2,3,3,1,1,2,1,1
